PCMT1 CSRP1 0.246860083337
VAT1 PCMT1 0.208386503002
TRIM13 PCMT1 0.243724635452
CCDC86 PCMT1 0.27543639426
TMEM50A PCMT1 0.392102950756
PSME1 CCDC86 0.366035403365
NIPSNAP1 PSME1 0.293410803173
DECR1 PSME1 0.70830782856
PSME1 DECR1 0.558234852709
GAA NIPSNAP1 0.202305420029
PSME1 NIPSNAP1 0.506080640648
ETFB GAA 0.43670577081
NIPSNAP1 ETFB 0.240845780729
TSPAN4 ETFB 0.45682134256
BNIP3L TMEM50A 0.227723425905
PSME1 TMEM50A 0.57923645506
RNMT BNIP3L 0.208521659289
BNIP3 BNIP3L 0.334279778312
BNIP3L BNIP3 0.324264035371
BUB1B RNMT 0.311692984999
CASC3 RNMT 0.413886681221
DNMT1 BUB1B 0.372389888841
FOXO3 CASC3 0.237764508915
GPATCH8 CASC3 0.621978300986
ABHD4 DNMT1 0.207570472627
CDK2 DNMT1 0.213116660496
BUB1B DNMT1 0.258645777044
FOXO4 ABHD4 0.300699153178
DNMT1 ABHD4 0.348914847429
HSPB1 ABHD4 0.550297810135
CDC45 CDK2 0.220668084317
DNMT1 CDK2 0.391832990589
REEP5 CDC45 0.238498787244
MYBL2 CDC45 0.395432523866
CLTC CDC45 0.417536364423
COPB2 CLTC 0.544931867077
CLTC COPB2 0.391909927445
MAN2B1 COPB2 0.431296607362
SQSTM1 FOXO3 0.459639635764
STXBP1 FOXO4 0.273521546161
CASC3 GPATCH8 0.443917164201
MAP3K4 GPATCH8 0.519650027509
DNAJB1 HSPB1 0.20549627918
MTERF3 HSPB1 0.600062759716
CSRP1 DNAJB1 0.216393543788
HSPA1A DNAJB1 0.402657249889
RAE1 DNAJB1 0.456863504915
DNAJB1 HSPA1A 0.394318750825
PCK2 HSPA1A 0.512687858104
HACD3 MAN2B1 0.347178245195
PLA2G15 MAN2B1 0.577658456691
ELAVL1 HACD3 0.212774869801
TFDP1 HACD3 0.636638370178
RHOA ELAVL1 0.206698905086
PAICS ELAVL1 0.640960009747
SPTAN1 MAP3K4 0.339417919469
TCERG1 MAP3K4 0.494767967248
TM9SF2 MTERF3 0.218469698882
HDAC6 MTERF3 0.385228219931
HSPB1 MTERF3 0.487568743831
ETFB HDAC6 0.288257354973
MTERF3 HDAC6 0.584410029592
CDC45 MYBL2 0.317178328906
GLRX MYBL2 0.419405850579
BLVRA GLRX 0.410844326022
MYBL2 GLRX 0.447027318951
TIAM1 BLVRA 0.287798684712
ATP1B1 BLVRA 0.495322633831
CLTC ATP1B1 0.202918390209
STK10 ATP1B1 0.476122304223
CDK4 PAICS 0.369303435894
PAICS CDK4 0.455793178606
RALB PCK2 0.222170134638
ARNT2 PCK2 0.273310147703
HSPA1A PCK2 0.392636819618
CHAC1 PCK2 0.470851395476
TESK1 ARNT2 0.691251275453
EIF4G1 CHAC1 0.412880142136
FUT1 CHAC1 0.587098469071
GLRX EIF4G1 0.346852820941
CHAC1 EIF4G1 0.749651477112
ARNT2 FUT1 0.372684387252
SNX13 FUT1 0.514043632249
LGMN PLA2G15 0.665575371275
BCL2 LGMN 0.241412457981
TLK2 LGMN 0.305956667566
PLA2G15 LGMN 0.681094249873
NISCH BCL2 0.215543450665
SPAG7 BCL2 0.359134316057
SLC35A3 NISCH 0.349307905057
GTF2A2 NISCH 0.409522773899
HDAC2 GTF2A2 0.23500547767
POP4 GTF2A2 0.355966773163
PAICS HDAC2 0.343416761667
CCNA2 POP4 0.340416182907
GTF2A2 POP4 0.673106587444
BIRC5 CCNA2 0.496713135352
CCNA2 BIRC5 0.539701702084
PRPF4 RAE1 0.4780590428
HSPD1 RAE1 0.504864384625
EIF5 HSPD1 0.200780441614
NOLC1 HSPD1 0.226907328717
TCERG1 HSPD1 0.25196080774
GABPB1 EIF5 0.361204687936
RAE1 GABPB1 0.36278598234
EIF5 GABPB1 0.404592992867
TCERG1 NOLC1 0.206583819626
EBNA1BP2 NOLC1 0.431713250198
NOLC1 EBNA1BP2 0.412922115985
GLI2 PRPF4 0.374931822678
PTPRF PRPF4 0.526560898881
PRPF4 GLI2 0.499003362137
NFATC4 GLI2 0.593357202882
USP1 EPN2 0.28442141589
BUB1B EPN2 0.482429568289
